record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs
T1875,Spotify,FinTech,India,Startup,Mar,2025,204,13.6,Overhiring Correction
T1876,Spotify,Cloud,India,Big Tech,Jul,2025,3769,28.3,Cost Cutting
T1877,OpenAI,Social Media,USA,Enterprise,Jun,2026,1883,9.6,Restructuring
T1878,Databricks,FinTech,India,Mid-size,Apr,2025,16893,33.4,Restructuring
T1879,Google,FinTech,Singapore,Mid-size,Nov,2026,1719,4.8,Restructuring
T1880,Databricks,AI,Canada,Mid-size,Jun,2026,11111,39.3,Market Slowdown
T1881,Apple,FinTech,Canada,Big Tech,Aug,2025,2166,2.9,Restructuring
T1882,Airbnb,Cloud,UK,Mid-size,May,2026,5465,9.7,Market Slowdown
T1883,Stripe,Gaming,UK,Mid-size,Nov,2026,611,4.9,Cost Cutting
T1884,Stripe,Cybersecurity,India,Mid-size,Jan,2025,329,3.8,Overhiring Correction
T1885,Microsoft,E-Commerce,India,Enterprise,Aug,2026,1991,2.8,Market Slowdown
T1886,Amazon,E-Commerce,Germany,Mid-size,Jun,2024,1923,14.1,Restructuring
T1887,Airbnb,Cloud,Singapore,Startup,Oct,2025,5687,15.5,Overhiring Correction
T1888,Apple,Gaming,UK,Enterprise,Oct,2026,5865,2.0,Cost Cutting
T1889,Uber,Cybersecurity,Canada,Startup,Dec,2024,3844,8.1,Overhiring Correction
T1890,Anthropic,FinTech,India,Big Tech,May,2025,1165,15.6,Cost Cutting
T1891,Apple,FinTech,USA,Startup,Feb,2025,4424,36.3,Restructuring
T1892,Apple,E-Commerce,Singapore,Big Tech,Oct,2025,17362,34.8,Market Slowdown
T1893,Microsoft,FinTech,Germany,Enterprise,May,2024,2494,7.9,Overhiring Correction
T1894,Apple,FinTech,USA,Startup,Sep,2025,2451,3.2,Market Slowdown
T1895,Apple,FinTech,Singapore,Big Tech,Nov,2025,2944,11.9,Market Slowdown
T1896,NVIDIA,Cloud,UK,Startup,Jun,2026,14123,29.6,Overhiring Correction
T1897,Meta,Cybersecurity,USA,Mid-size,Feb,2024,2121,4.5,Cost Cutting
T1898,Microsoft,Cybersecurity,India,Mid-size,Jun,2025,937,6.4,AI Automation
T1899,Oracle,FinTech,USA,Big Tech,Sep,2025,6098,15.9,Restructuring
T1900,Apple,Cybersecurity,USA,Mid-size,Feb,2025,6079,14.6,Cost Cutting
T1901,Airbnb,AI,Singapore,Startup,Aug,2024,2390,2.9,AI Automation
T1902,Airbnb,Gaming,India,Mid-size,Jun,2025,245,4.1,Restructuring
T1903,Google,Cybersecurity,UK,Big Tech,Sep,2024,2364,9.1,AI Automation
T1904,Uber,Cybersecurity,USA,Mid-size,Jan,2025,852,6.0,AI Automation
T1905,Stripe,FinTech,Canada,Mid-size,Mar,2026,3524,13.6,AI Automation
T1906,Databricks,FinTech,UK,Enterprise,Mar,2024,8015,22.0,Overhiring Correction
T1907,Spotify,FinTech,India,Enterprise,Feb,2026,5089,5.2,Market Slowdown
T1908,SAP,AI,Germany,Big Tech,Feb,2024,1320,4.7,Restructuring
T1909,Microsoft,Social Media,India,Mid-size,Dec,2026,3812,13.0,Cost Cutting
T1910,Stripe,Gaming,UK,Enterprise,Nov,2026,5550,4.3,Cost Cutting
T1911,Stripe,Gaming,UK,Mid-size,May,2024,16402,39.8,Cost Cutting
T1912,Netflix,Gaming,UK,Mid-size,Dec,2025,2919,1.0,Restructuring
T1913,NVIDIA,Cybersecurity,India,Big Tech,Nov,2024,4475,12.1,AI Automation
T1914,Databricks,AI,USA,Startup,Jan,2025,13760,13.8,AI Automation
T1915,Adobe,E-Commerce,Germany,Mid-size,Jun,2024,2229,8.3,Cost Cutting
T1916,Oracle,Social Media,UK,Startup,Nov,2024,3145,8.0,Market Slowdown
T1917,Meta,AI,UK,Mid-size,Apr,2024,978,16.7,AI Automation
T1918,OpenAI,Cloud,USA,Startup,Aug,2026,1639,4.2,Overhiring Correction
T1919,Spotify,FinTech,USA,Big Tech,Apr,2024,98,8.6,Restructuring
T1920,NVIDIA,AI,USA,Big Tech,Jul,2024,6644,10.2,AI Automation
T1921,Stripe,AI,Singapore,Startup,Dec,2025,2467,13.4,Cost Cutting
T1922,Spotify,AI,Singapore,Enterprise,Dec,2025,1884,0.0,AI Automation
T1923,Meta,Gaming,Canada,Big Tech,Apr,2026,4754,9.2,AI Automation
T1924,Adobe,FinTech,USA,Enterprise,Sep,2024,988,3.1,Market Slowdown
T1925,Intel,Social Media,Canada,Mid-size,Jul,2024,785,15.4,Overhiring Correction
T1926,NVIDIA,FinTech,Germany,Enterprise,Nov,2025,6840,16.1,Overhiring Correction
T1927,Oracle,FinTech,Germany,Startup,Mar,2025,2024,39.7,Market Slowdown
T1928,SAP,E-Commerce,Canada,Mid-size,Sep,2026,1627,4.0,Cost Cutting
T1929,Databricks,FinTech,Canada,Mid-size,Apr,2026,9590,37.0,Restructuring
T1930,Amazon,Gaming,Germany,Startup,Sep,2024,14491,26.0,Overhiring Correction
T1931,Google,FinTech,Canada,Mid-size,Nov,2026,4343,14.1,Market Slowdown
T1932,OpenAI,AI,UK,Enterprise,Sep,2026,16071,19.3,Restructuring
T1933,Airbnb,Cybersecurity,UK,Big Tech,Apr,2026,15707,10.0,Restructuring
T1934,Apple,Gaming,Singapore,Mid-size,Sep,2024,14942,8.9,Restructuring
T1935,Apple,AI,Singapore,Enterprise,May,2024,2441,7.8,Overhiring Correction
T1936,Microsoft,Gaming,India,Startup,May,2024,415,9.6,Cost Cutting
T1937,Netflix,Gaming,Singapore,Startup,Aug,2024,185,6.5,Restructuring
T1938,Intel,Social Media,Germany,Startup,Jun,2025,12237,31.7,Market Slowdown
T1939,Uber,FinTech,Germany,Big Tech,Nov,2025,12430,11.9,AI Automation
T1940,OpenAI,FinTech,UK,Startup,Jul,2026,1809,9.5,AI Automation
T1941,Oracle,Social Media,Canada,Enterprise,Jan,2025,16002,12.0,AI Automation
T1942,OpenAI,Gaming,USA,Big Tech,Feb,2024,1499,14.5,AI Automation
T1943,SAP,E-Commerce,Singapore,Enterprise,Jan,2025,1994,7.6,Market Slowdown
T1944,Palantir,Gaming,Singapore,Big Tech,Feb,2024,2461,1.9,Cost Cutting
T1945,Stripe,Gaming,Singapore,Startup,Feb,2026,19564,22.0,Cost Cutting
T1946,SAP,FinTech,Singapore,Big Tech,May,2026,12925,23.3,AI Automation
T1947,Anthropic,E-Commerce,India,Big Tech,Jan,2025,4837,6.0,Overhiring Correction
T1948,Salesforce,E-Commerce,USA,Mid-size,Aug,2025,2129,0.8,Cost Cutting
T1949,Google,E-Commerce,Singapore,Mid-size,May,2024,5901,7.7,Cost Cutting
T1950,Salesforce,Gaming,Singapore,Big Tech,Dec,2024,629,9.6,AI Automation
T1951,Netflix,Cloud,India,Startup,Jun,2026,2336,12.8,Restructuring
T1952,Google,Social Media,Canada,Enterprise,Jul,2025,6956,35.8,AI Automation
T1953,Spotify,E-Commerce,Canada,Big Tech,Feb,2025,1121,4.8,Market Slowdown
T1954,OpenAI,E-Commerce,Canada,Mid-size,Jan,2024,1535,5.9,AI Automation
T1955,Stripe,Cloud,Singapore,Mid-size,Sep,2025,2313,4.9,Restructuring
T1956,Amazon,Gaming,Singapore,Mid-size,Feb,2026,1844,39.9,AI Automation
T1957,Airbnb,Cloud,India,Enterprise,Jan,2025,1238,2.2,AI Automation
T1958,Anthropic,Gaming,USA,Startup,Oct,2026,2203,33.7,AI Automation
T1959,Adobe,Gaming,India,Enterprise,Apr,2024,674,1.2,Restructuring
T1960,OpenAI,E-Commerce,India,Startup,Sep,2026,2038,3.1,Overhiring Correction
T1961,Amazon,Cloud,Singapore,Mid-size,Feb,2025,12612,10.8,Overhiring Correction
T1962,Amazon,Cybersecurity,India,Mid-size,Nov,2025,1010,26.1,Cost Cutting
T1963,Spotify,E-Commerce,USA,Big Tech,Jul,2024,2406,5.7,Cost Cutting
T1964,Intel,E-Commerce,Germany,Mid-size,Aug,2026,11534,22.5,Overhiring Correction
T1965,Oracle,Social Media,Singapore,Mid-size,Aug,2024,1044,6.0,Restructuring
T1966,Databricks,AI,Germany,Startup,Dec,2024,1188,14.2,AI Automation
T1967,Intel,FinTech,Germany,Enterprise,May,2026,3879,17.4,Overhiring Correction
T1968,Salesforce,FinTech,Germany,Big Tech,Aug,2025,3903,13.8,AI Automation
T1969,OpenAI,FinTech,Canada,Startup,May,2025,3607,7.5,Overhiring Correction
T1970,Anthropic,Cloud,UK,Enterprise,Jun,2025,232,3.3,Cost Cutting
T1971,Salesforce,Cybersecurity,Singapore,Big Tech,Oct,2025,3685,3.5,Cost Cutting
T1972,Databricks,Gaming,India,Enterprise,Dec,2026,1991,3.0,Overhiring Correction
T1973,Salesforce,Cloud,Germany,Mid-size,Nov,2024,2130,2.3,Cost Cutting
T1974,Databricks,Gaming,Singapore,Enterprise,Jun,2024,970,1.9,Restructuring
T1975,OpenAI,Social Media,UK,Big Tech,Mar,2025,15357,37.7,Overhiring Correction
T1976,Amazon,FinTech,USA,Big Tech,Jan,2024,13723,29.2,Cost Cutting
T1977,Spotify,E-Commerce,Germany,Enterprise,Apr,2025,12996,38.0,AI Automation
T1978,Oracle,Social Media,Germany,Startup,Jul,2025,5567,10.6,AI Automation
T1979,Apple,Cloud,USA,Enterprise,Feb,2025,1039,8.8,AI Automation
T1980,Palantir,Cybersecurity,UK,Mid-size,Apr,2024,461,5.1,Overhiring Correction
T1981,Meta,AI,USA,Enterprise,May,2025,17632,36.4,Cost Cutting
T1982,Airbnb,Cloud,Canada,Enterprise,Apr,2024,13067,9.1,AI Automation
T1983,Palantir,Cybersecurity,UK,Mid-size,Apr,2026,832,6.7,Overhiring Correction
T1984,Google,Cloud,USA,Enterprise,Feb,2024,3077,1.9,Restructuring
T1985,Airbnb,Cloud,Germany,Mid-size,May,2024,601,3.1,AI Automation
T1986,Airbnb,Social Media,UK,Big Tech,Aug,2024,9860,29.1,Cost Cutting
T1987,Microsoft,Gaming,USA,Big Tech,Aug,2024,9982,25.4,Restructuring
T1988,Databricks,Gaming,Germany,Startup,Apr,2026,17440,26.1,Restructuring
T1989,Oracle,Gaming,Canada,Enterprise,Aug,2026,4577,12.9,Overhiring Correction
T1990,NVIDIA,Gaming,Germany,Mid-size,Dec,2024,6491,5.7,Overhiring Correction
T1991,NVIDIA,Cloud,Germany,Mid-size,Jun,2025,1519,7.9,Market Slowdown
T1992,Airbnb,Social Media,UK,Mid-size,Jan,2026,1976,4.2,Overhiring Correction
T1993,Airbnb,Social Media,Singapore,Startup,Jul,2026,2339,8.1,Market Slowdown
T1994,Intel,E-Commerce,USA,Big Tech,Jul,2024,5798,4.9,Restructuring
T1995,Spotify,FinTech,India,Enterprise,Aug,2024,5004,17.4,Cost Cutting
T1996,Airbnb,Gaming,Canada,Mid-size,Jun,2024,1112,3.5,Cost Cutting
T1997,Amazon,Social Media,India,Startup,May,2024,5942,18.7,Overhiring Correction
T1998,Spotify,E-Commerce,India,Enterprise,May,2024,2469,5.2,Cost Cutting
T1999,Oracle,FinTech,India,Startup,Oct,2024,1190,4.6,Overhiring Correction
T2000,Netflix,FinTech,Canada,Big Tech,Apr,2024,167,8.3,Cost Cutting
T2001,Databricks,Social Media,USA,Startup,Mar,2026,1360,1.1,AI Automation
T2002,SAP,Cybersecurity,UK,Mid-size,Apr,2024,2234,3.7,Market Slowdown
T2003,Netflix,Gaming,UK,Startup,Jul,2024,9369,13.0,Cost Cutting
T2004,Meta,E-Commerce,India,Mid-size,Oct,2025,2053,0.1,Restructuring
T2005,Airbnb,E-Commerce,India,Startup,Mar,2026,11001,9.8,Overhiring Correction
T2006,Meta,AI,Germany,Mid-size,Aug,2026,1497,5.6,Restructuring
T2007,NVIDIA,Cybersecurity,Canada,Big Tech,Nov,2026,6643,11.2,Market Slowdown
T2008,Databricks,Cybersecurity,Singapore,Big Tech,Mar,2026,4764,9.3,Restructuring
T2009,Apple,Gaming,USA,Mid-size,May,2024,349,4.1,Overhiring Correction
T2010,Oracle,E-Commerce,Germany,Enterprise,Jun,2025,5310,17.4,Cost Cutting
T2011,Google,Cloud,Germany,Mid-size,Nov,2025,5167,7.7,Restructuring
T2012,Airbnb,Cloud,USA,Mid-size,Aug,2025,1978,7.0,Restructuring
T2013,SAP,FinTech,India,Big Tech,Jan,2024,140,9.7,Cost Cutting
T2014,Microsoft,FinTech,UK,Startup,Jul,2026,5802,13.7,Restructuring
T2015,Amazon,Cybersecurity,UK,Enterprise,Jan,2025,18364,11.6,AI Automation
T2016,Intel,FinTech,India,Enterprise,Jan,2024,15837,13.1,Cost Cutting
T2017,Palantir,FinTech,USA,Startup,Nov,2026,6964,14.7,Market Slowdown
T2018,Google,E-Commerce,Germany,Enterprise,Jun,2026,4676,24.3,Market Slowdown
T2019,Adobe,FinTech,USA,Startup,Jul,2026,3811,14.2,AI Automation
T2020,Palantir,Social Media,Singapore,Startup,Jun,2026,487,1.3,Restructuring
T2021,Spotify,Cloud,India,Mid-size,May,2025,1787,9.2,Cost Cutting
T2022,Meta,AI,UK,Startup,Jul,2026,167,4.1,Cost Cutting
T2023,Oracle,Gaming,India,Big Tech,Apr,2024,14805,26.7,AI Automation
T2024,Netflix,Gaming,USA,Enterprise,Feb,2024,5650,24.3,Restructuring
T2025,Netflix,Social Media,Germany,Startup,Jun,2026,2071,0.0,Market Slowdown
T2026,OpenAI,FinTech,Canada,Enterprise,Sep,2024,12173,13.1,Overhiring Correction
T2027,Anthropic,Social Media,UK,Mid-size,Jul,2025,1714,8.8,Market Slowdown
T2028,Salesforce,Cybersecurity,UK,Big Tech,Jan,2026,17863,38.5,Market Slowdown
T2029,Spotify,AI,India,Mid-size,Aug,2024,1354,0.7,AI Automation
T2030,Palantir,Cybersecurity,UK,Big Tech,Jul,2026,4323,37.1,Market Slowdown
T2031,Adobe,AI,India,Mid-size,Nov,2024,19497,38.8,Market Slowdown
T2032,Meta,E-Commerce,Germany,Big Tech,Aug,2024,1308,2.3,Market Slowdown
T2033,Intel,AI,UK,Mid-size,Jul,2026,6509,2.2,Cost Cutting
T2034,NVIDIA,E-Commerce,India,Enterprise,Jun,2024,2227,1.5,Overhiring Correction
T2035,Salesforce,Cybersecurity,Germany,Startup,Feb,2026,26,9.0,AI Automation
T2036,Apple,Cybersecurity,Germany,Big Tech,Jan,2024,2273,0.7,Restructuring
T2037,Netflix,AI,India,Enterprise,Nov,2026,4335,12.0,AI Automation
T2038,Meta,Cloud,UK,Enterprise,Oct,2024,1806,8.5,AI Automation
T2039,Databricks,AI,India,Mid-size,Feb,2025,1443,1.7,Overhiring Correction
T2040,Adobe,Cybersecurity,Canada,Startup,Mar,2024,18421,39.5,Restructuring
T2041,Databricks,Gaming,UK,Mid-size,Aug,2026,15433,14.5,Cost Cutting
T2042,Adobe,AI,Germany,Enterprise,Dec,2025,3142,12.9,Restructuring
T2043,Intel,Cybersecurity,UK,Enterprise,Jul,2024,14004,8.4,Market Slowdown
T2044,Salesforce,Cloud,India,Big Tech,Jan,2024,1306,6.5,AI Automation
T2045,Stripe,AI,India,Startup,Mar,2026,4868,14.9,AI Automation
T2046,Adobe,Gaming,UK,Enterprise,Dec,2025,6124,27.0,Restructuring
T2047,Oracle,AI,Singapore,Enterprise,Aug,2026,14394,30.1,AI Automation
T2048,Intel,Cloud,Germany,Mid-size,Jan,2024,5449,13.1,Market Slowdown
T2049,NVIDIA,Cloud,Germany,Big Tech,Dec,2025,2405,19.8,Restructuring
T2050,Apple,Gaming,UK,Big Tech,Oct,2026,12979,36.3,Cost Cutting
T2051,Google,Gaming,India,Enterprise,Aug,2025,5373,9.9,Cost Cutting
T2052,Meta,Cloud,India,Big Tech,Dec,2024,1990,5.0,Restructuring
T2053,Meta,Gaming,USA,Enterprise,Oct,2025,6690,14.8,Market Slowdown
T2054,Google,AI,Germany,Mid-size,Jun,2026,1564,0.1,Overhiring Correction
T2055,Spotify,Cybersecurity,Germany,Mid-size,Aug,2026,1634,13.9,Overhiring Correction
T2056,Palantir,FinTech,Canada,Big Tech,Jun,2024,1337,8.3,Restructuring
T2057,Stripe,Social Media,USA,Big Tech,Oct,2026,1820,5.2,Cost Cutting
T2058,Salesforce,Gaming,Canada,Mid-size,May,2026,5514,9.7,AI Automation
T2059,Airbnb,Social Media,Canada,Enterprise,Jan,2026,3194,6.0,Cost Cutting
T2060,Meta,Cloud,Germany,Mid-size,Jul,2024,2370,1.5,AI Automation
T2061,Spotify,Cybersecurity,Canada,Big Tech,Oct,2026,444,7.6,AI Automation
T2062,OpenAI,Cybersecurity,India,Enterprise,Jul,2026,2105,7.9,Market Slowdown
T2063,Netflix,Cybersecurity,Singapore,Mid-size,Feb,2025,1366,4.2,Cost Cutting
T2064,OpenAI,AI,USA,Mid-size,Mar,2026,8908,34.0,Market Slowdown
T2065,Spotify,E-Commerce,India,Big Tech,Jun,2024,1244,5.8,Market Slowdown
T2066,Adobe,Cybersecurity,Singapore,Startup,Feb,2024,2281,9.0,Cost Cutting
T2067,Amazon,Gaming,UK,Mid-size,Jun,2024,719,5.1,Overhiring Correction
T2068,Palantir,E-Commerce,Canada,Startup,Feb,2025,6312,6.6,AI Automation
T2069,Intel,Cloud,Germany,Mid-size,Dec,2024,19167,27.2,Overhiring Correction
T2070,Amazon,AI,India,Mid-size,Sep,2026,5401,17.4,Overhiring Correction
T2071,Uber,E-Commerce,Singapore,Enterprise,Jul,2025,2138,2.5,AI Automation
T2072,Anthropic,Gaming,Germany,Mid-size,Oct,2026,1763,9.9,Restructuring
T2073,Stripe,Social Media,Singapore,Startup,Nov,2025,17848,10.2,Overhiring Correction
T2074,SAP,E-Commerce,UK,Enterprise,Jan,2025,243,8.8,Cost Cutting
T2075,Google,Cybersecurity,UK,Startup,Nov,2025,18107,26.4,Restructuring
T2076,Google,FinTech,Germany,Startup,Oct,2026,1486,4.2,Overhiring Correction
T2077,Microsoft,Cybersecurity,India,Big Tech,Feb,2026,4172,15.6,AI Automation
T2078,Salesforce,Cloud,UK,Big Tech,Feb,2024,6930,6.6,Market Slowdown
T2079,Apple,Social Media,UK,Big Tech,Jun,2025,447,5.4,AI Automation
T2080,Anthropic,FinTech,USA,Big Tech,Jul,2024,3025,7.9,AI Automation
T2081,Adobe,FinTech,India,Startup,Jun,2024,1535,8.0,AI Automation
T2082,Spotify,Gaming,UK,Enterprise,Oct,2024,1305,9.5,Overhiring Correction
T2083,Amazon,Cloud,USA,Enterprise,Dec,2026,3503,8.6,Overhiring Correction
T2084,Palantir,FinTech,Canada,Enterprise,Jan,2025,64,7.5,Restructuring
T2085,Amazon,Social Media,UK,Enterprise,Mar,2024,17855,14.1,AI Automation
T2086,Stripe,AI,USA,Big Tech,Jun,2025,147,2.6,Overhiring Correction
T2087,Microsoft,FinTech,India,Mid-size,Mar,2024,485,5.2,Overhiring Correction
T2088,Microsoft,Social Media,USA,Big Tech,Mar,2026,123,8.4,Overhiring Correction
T2089,Airbnb,E-Commerce,USA,Enterprise,Aug,2026,12580,23.8,Cost Cutting
T2090,Meta,E-Commerce,India,Big Tech,Jun,2024,1096,1.5,Restructuring
T2091,Stripe,E-Commerce,Canada,Enterprise,Oct,2024,1184,3.1,Restructuring
T2092,Spotify,Social Media,Canada,Big Tech,Jul,2026,1382,4.3,Cost Cutting
T2093,Spotify,Social Media,India,Mid-size,Nov,2024,7898,23.5,Cost Cutting
T2094,Meta,Cloud,India,Startup,Nov,2025,18272,36.6,Cost Cutting
T2095,Uber,FinTech,USA,Startup,Dec,2024,2286,36.8,AI Automation
T2096,Oracle,AI,UK,Mid-size,Mar,2026,6246,9.8,AI Automation
T2097,Intel,FinTech,Germany,Big Tech,Aug,2026,4135,8.3,Cost Cutting
T2098,Apple,Cloud,Germany,Enterprise,Aug,2025,1112,2.7,Market Slowdown
T2099,Oracle,AI,UK,Startup,Mar,2024,5929,14.4,AI Automation
T2100,SAP,Cybersecurity,UK,Mid-size,May,2024,5268,15.0,Market Slowdown
T2101,Spotify,Cloud,Germany,Startup,Oct,2025,5247,16.1,Market Slowdown
T2102,Adobe,Social Media,India,Big Tech,Aug,2025,118,6.2,Market Slowdown
T2103,Netflix,E-Commerce,India,Big Tech,Apr,2026,1394,3.2,Restructuring
T2104,NVIDIA,Cloud,Canada,Mid-size,Dec,2025,569,7.5,Overhiring Correction
T2105,Spotify,Social Media,USA,Enterprise,Dec,2025,13359,27.7,AI Automation
T2106,Amazon,Cybersecurity,USA,Mid-size,Apr,2026,3396,8.1,Overhiring Correction
T2107,Databricks,Cybersecurity,Canada,Mid-size,Sep,2024,13787,22.2,Cost Cutting
T2108,Google,FinTech,Singapore,Big Tech,Jan,2025,3819,39.0,Cost Cutting
T2109,Netflix,AI,Singapore,Enterprise,May,2026,1234,23.7,Market Slowdown
T2110,Stripe,Cloud,Singapore,Big Tech,Feb,2025,5764,31.0,Restructuring
T2111,Databricks,Cloud,India,Enterprise,Jun,2025,1727,7.9,Cost Cutting
T2112,Palantir,FinTech,Germany,Mid-size,Dec,2024,4442,5.7,AI Automation
T2113,Stripe,Cloud,India,Big Tech,Aug,2025,861,3.4,Overhiring Correction
T2114,Amazon,AI,Singapore,Big Tech,Apr,2026,14095,30.7,Cost Cutting
T2115,Uber,FinTech,USA,Startup,Oct,2025,6115,10.8,AI Automation
T2116,Spotify,Social Media,Canada,Big Tech,Jun,2024,1217,0.0,Overhiring Correction
T2117,Microsoft,AI,UK,Mid-size,Dec,2025,383,2.3,Overhiring Correction
T2118,Netflix,Social Media,Singapore,Startup,Jul,2025,908,11.4,AI Automation
T2119,Amazon,Cybersecurity,Canada,Mid-size,Jan,2025,9130,9.9,Market Slowdown
T2120,Intel,Gaming,Germany,Mid-size,Nov,2026,2366,2.1,AI Automation
T2121,Spotify,Cloud,India,Mid-size,Dec,2024,2230,0.5,Cost Cutting
T2122,Uber,Cloud,India,Enterprise,Nov,2025,3498,12.6,Cost Cutting
T2123,Databricks,Cloud,USA,Startup,Jun,2026,17365,9.7,Market Slowdown
T2124,Oracle,Cloud,Singapore,Startup,Jul,2024,517,8.2,Cost Cutting
T2125,Intel,AI,Canada,Mid-size,Feb,2024,18448,40.0,Cost Cutting
T2126,Uber,AI,India,Big Tech,Apr,2026,1735,0.9,Cost Cutting
T2127,Spotify,Social Media,Canada,Enterprise,Oct,2026,1917,10.2,Overhiring Correction
T2128,Uber,E-Commerce,Germany,Mid-size,May,2025,16813,21.6,Market Slowdown
T2129,Databricks,Cloud,Singapore,Startup,May,2025,84,7.5,Overhiring Correction
T2130,SAP,AI,Canada,Startup,Jan,2024,18527,16.3,Overhiring Correction
T2131,Microsoft,Cybersecurity,Germany,Big Tech,Jan,2026,19672,33.6,Cost Cutting
T2132,Palantir,Cloud,India,Mid-size,Apr,2026,479,5.2,Overhiring Correction
T2133,Amazon,FinTech,Canada,Startup,Jun,2026,946,3.8,Cost Cutting
T2134,Netflix,AI,Germany,Big Tech,Apr,2026,2140,0.6,AI Automation
T2135,Anthropic,Cloud,Canada,Big Tech,Dec,2026,1358,0.4,Overhiring Correction
T2136,Amazon,Social Media,UK,Big Tech,Jun,2024,1706,0.1,AI Automation
T2137,Google,Gaming,USA,Startup,Feb,2025,7041,39.6,Cost Cutting
T2138,Stripe,AI,USA,Mid-size,Aug,2026,3256,3.7,Market Slowdown
T2139,Meta,Gaming,Singapore,Startup,Jun,2025,17767,10.3,Restructuring
T2140,Microsoft,Gaming,Canada,Enterprise,Mar,2024,5402,11.7,Overhiring Correction
T2141,Apple,Cybersecurity,Singapore,Big Tech,Sep,2024,540,2.8,Cost Cutting
T2142,Netflix,Gaming,UK,Startup,Aug,2024,4114,7.7,Overhiring Correction
T2143,Oracle,E-Commerce,USA,Startup,Jan,2026,19707,29.7,Market Slowdown
T2144,Airbnb,E-Commerce,UK,Enterprise,Dec,2026,193,0.0,Market Slowdown
T2145,Anthropic,Cloud,Germany,Big Tech,Apr,2025,7594,18.7,Cost Cutting
T2146,Spotify,Cybersecurity,India,Enterprise,Jun,2025,1331,17.7,Cost Cutting
T2147,Stripe,E-Commerce,Singapore,Startup,Nov,2025,8827,26.8,AI Automation
T2148,Oracle,Cloud,India,Big Tech,Oct,2025,7525,25.3,AI Automation
T2149,Databricks,Gaming,Singapore,Mid-size,Jan,2025,1200,1.7,AI Automation
T2150,Microsoft,Gaming,Germany,Enterprise,Sep,2026,9545,27.6,AI Automation
T2151,Spotify,Social Media,Singapore,Enterprise,Sep,2025,17570,27.6,Restructuring
T2152,Airbnb,Cybersecurity,India,Big Tech,Sep,2026,4018,26.3,AI Automation
T2153,NVIDIA,FinTech,India,Mid-size,Mar,2026,17479,12.4,Restructuring
T2154,Databricks,Social Media,UK,Mid-size,Jul,2025,13850,32.4,Cost Cutting
T2155,Google,Cloud,Germany,Mid-size,Apr,2024,6777,14.2,Market Slowdown
T2156,Spotify,AI,Germany,Startup,Nov,2025,571,7.5,Cost Cutting
T2157,Intel,Gaming,UK,Enterprise,Jul,2024,473,0.7,Market Slowdown
T2158,Salesforce,Cybersecurity,Singapore,Mid-size,Dec,2024,691,6.6,AI Automation
T2159,OpenAI,E-Commerce,UK,Big Tech,Sep,2026,6168,8.1,Overhiring Correction
T2160,Anthropic,AI,India,Startup,Sep,2026,6169,12.6,Overhiring Correction
T2161,Anthropic,Cloud,UK,Enterprise,Aug,2026,10200,29.3,AI Automation
T2162,Salesforce,AI,UK,Startup,Apr,2024,1124,12.4,Cost Cutting
T2163,Intel,Cloud,Canada,Enterprise,Dec,2024,3629,39.1,Restructuring
T2164,Airbnb,Gaming,India,Startup,Dec,2026,1800,8.6,Restructuring
T2165,Anthropic,E-Commerce,Singapore,Startup,Oct,2024,9526,30.8,Cost Cutting
T2166,Stripe,AI,Singapore,Mid-size,Mar,2025,1178,3.0,Market Slowdown
T2167,Airbnb,AI,Germany,Startup,Feb,2026,12445,19.5,Overhiring Correction
T2168,OpenAI,Gaming,UK,Big Tech,Sep,2025,1595,1.8,Overhiring Correction
T2169,Anthropic,AI,USA,Mid-size,Jan,2026,796,4.5,AI Automation
T2170,Salesforce,Gaming,Germany,Startup,Oct,2026,4772,24.6,AI Automation
T2171,Airbnb,Social Media,Germany,Enterprise,May,2026,1519,12.6,Market Slowdown
T2172,Databricks,AI,Singapore,Big Tech,Jul,2025,57,3.6,Overhiring Correction
T2173,Intel,Cloud,USA,Startup,Feb,2026,905,8.0,Overhiring Correction
T2174,Adobe,AI,Canada,Enterprise,Jul,2026,801,5.0,Restructuring
T2175,Salesforce,Gaming,USA,Mid-size,Mar,2026,329,8.9,Cost Cutting
T2176,Uber,Cybersecurity,Canada,Mid-size,Aug,2025,2343,6.4,Market Slowdown
T2177,Salesforce,E-Commerce,USA,Startup,Dec,2026,2073,12.6,Market Slowdown
T2178,Apple,Cybersecurity,Canada,Big Tech,Jun,2026,2344,34.1,AI Automation
T2179,Salesforce,Cloud,Germany,Big Tech,Dec,2024,2139,6.6,Overhiring Correction
T2180,Microsoft,AI,Singapore,Mid-size,Jan,2024,1698,7.0,AI Automation
T2181,Anthropic,Cloud,UK,Big Tech,Jan,2025,4910,4.8,Cost Cutting
T2182,SAP,AI,UK,Mid-size,Apr,2025,2013,6.6,Market Slowdown
T2183,Intel,AI,Germany,Mid-size,Aug,2026,1310,5.8,Restructuring
T2184,Oracle,Gaming,Canada,Mid-size,Sep,2025,13397,9.4,Market Slowdown
T2185,Meta,AI,India,Enterprise,Sep,2025,5512,23.0,Cost Cutting
T2186,Salesforce,FinTech,India,Big Tech,Jul,2024,17918,38.7,Cost Cutting
T2187,Airbnb,Social Media,UK,Startup,Nov,2025,2091,8.1,Restructuring
T2188,Google,Cybersecurity,USA,Enterprise,May,2025,2210,37.9,Overhiring Correction
